ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_status,total_aeronaves_envolvidas,ocorrencia_saida_pista,aeronave_matricula,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total,ocorrencia_tipo,ocorrencia_tipo_categoria,taxonomia_tipo_icao,fator_nome,fator_aspecto,fator_condicionante,fator_area,recomendacao_conteudo,recomendacao_status,recomendacao_destinatario_sigla,recomendacao_destinatario
ACIDENTE,ITARIRI,SP,BRASIL,***,08/02/2020,12:00:00,FINALIZADA,1,NÃO,PTOST,AVIÃO,CHINCUL SACAIFI,PA-25-235,PA25,PISTÃO,MONOMOTOR,1315,1315,1.0,1993.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0,TURBULÊNCIA,TURBULÊNCIA,TURB,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira sobre os riscos decorrentes da realização de voos a baixa altura em regiões propícias à ocorrência de turbulência orográfica.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
INCIDENTE,GUARULHOS,SP,BRASIL,***,08/02/2020,14:30:00,FINALIZADA,1,NÃO,PRTYJ,AVIÃO,AIRBUS,A320-214,***,***,BIMOTOR,78000,78000,0.0,2014.0,BRASIL,BRASIL,AVIÃO,REGULAR,CAMPO GRANDE,GOVERNADOR ANDRÉ FRANCO MONTORO,CRUZEIRO,REGULAR,NENHUM,0,PERDA DA CONSCIÊNCIA,OUTROS | PERDA DA CONSCIÊNCIA,OTHR,,,,,,,,
INCIDENTE,SÃO GABRIEL,RS,BRASIL,***,08/02/2021,11:20:00,FINALIZADA,1,NÃO,PTGUO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1980.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,SÃO GABRIEL,SÃO GABRIEL,MANOBRA,AGRÍCOLA,LEVE,0,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,LALT,,,,,,,,
INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,BRASIL,SBCT,08/02/2021,20:00:00,FINALIZADA,1,NÃO,PRAEN,AVIÃO,CESSNA AIRCRAFT,T182T,C182,PISTÃO,MONOMOTOR,1406,1406,4.0,2012.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,NÃO IDENTIFICADO,AFONSO PENA,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,,,,,,,,
ACIDENTE,ULIANÓPOLIS,PA,BRASIL,SJVX,08/02/2022,15:20:00,FINALIZADA,1,NÃO,PTCNK,AVIÃO,EMBRAER,EMB-203,IPAN,PISTÃO,MONOMOTOR,1900,1900,1.0,2018.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,PAGRISA,PAGRISA,MANOBRA,PRIVADA,SUBSTANCIAL,0,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,LALT,PROCESSO DECISÓRIO,ASPECTO PSICOLÓGICO,INDIVIDUAL,FATOR HUMANO,,,,
ACIDENTE,ERECHIM,RS,BRASIL,***,08/02/2023,21:40:00,ATIVA,1,NÃO,PRFKJ,AVIÃO,PIPER AIRCRAFT,PA-32-301,PA32,PISTÃO,MONOMOTOR,1633,1633,,,BRASIL,BRASIL,AVIÃO,PARTICULAR,AAGV - Associação Aerodesportiva de Getulio Vargas,ERECHIM,ARREMETIDA NO SOLO,PRIVADA,SUBSTANCIAL,0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,,,,,,,,
INCIDENTE GRAVE,VITÓRIA,ES,BRASIL,SBVT,08/02/2023,14:32:00,FINALIZADA,1,NÃO,PTVLF,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1989.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,CAMPO DE MARTE - SP,EURICO DE AGUIAR SALLES,POUSO,PRIVADA,NENHUM,0,AERÓDROMO,AERÓDROMO,ADRM,,,,,,,,
INCIDENTE,GOIÂNIA,GO,BRASIL,SBGO,08/02/2023,10:30:00,FINALIZADA,1,NÃO,PTONO,AVIÃO,BEECH AIRCRAFT,F90,BE9T,TURBOÉLICE,BIMOTOR,4967,4967,7.0,1981.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTA GENOVEVA/GOIÂNIA,CHAFEI AMSEI (SBBT*),SUBIDA,PRIVADA,NENHUM,0,FUMAÇA NA CABINE,FOGO/FUMAÇA (SEM IMPACTO) | FUMAÇA NA CABINE,F-NI,,,,,,,,
INCIDENTE,CASCAVEL,PR,BRASIL,SBCA,08/02/2023,11:57:00,FINALIZADA,1,NÃO,PPPFR,AVIÃO,PIPER AIRCRAFT,PA-46-500TP,***,PISTÃO,SEM TRAÇÃO,2310,2310,0.0,0.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,GOVERNADOR JOSÉ RICHA,ADALBERTO MENDES DA SILVA,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,,,,,,,,
INCIDENTE,MARICÁ,RJ,BRASIL,SDMC,08/03/2007,00:00:00,,1,NÃO,PPEJF,HELICÓPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,1452,1452,5.0,1986.0,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,POLICIAL,***,0,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO,GCOL,,,,,,,,
INCIDENTE,MARICÁ,RJ,BRASIL,SDMC,08/03/2007,13:00:00,,2,NÃO,PTNPB,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1978.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,PRIVADA,LEVE,0,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO,GCOL,,,,,,,,
INCIDENTE,RECIFE,PE,BRASIL,SBRF,08/03/2007,22:35:00,,1,NÃO,CSTDI,AVIÃO,AIRBUS INDUSTRIE,A310,***,JATO,BIMOTOR,0,0,0.0,0.0,PORTUGAL,PORTUGAL,AVIÃO,***,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,***,***,0,FALHA DO MOTOR NO SOLO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO,SCF-PP,,,,,,,,
INCIDENTE,JUNDIAÍ,SP,BRASIL,***,08/03/2008,11:00:00,,1,SIM,PPGUV,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PISTÃO,MONOMOTOR,660,660,2.0,1961.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,LEVE,0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,,,,,,,,
ACIDENTE,QUERÊNCIA,MT,BRASIL,***,08/03/2009,21:10:00,FINALIZADA,1,NÃO,PTLKH,AVIÃO,BEECH AIRCRAFT,A36,BE36,PISTÃO,MONOMOTOR,1633,1633,6.0,1981.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,DESTRUÍDA,1,DESORIENTAÇÃO ESPACIAL,OUTROS | DESORIENTAÇÃO ESPACIAL,OTHR,POUCA EXPERIÊNCIA DO PILOTO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,"Considerar a conveniência de divulgar aos operadores de suas respectivas jurisdições via e-mail o filmete *Visumento*, produzido pelo SERIPA VI, que aborda acidentes resultantes de vôos VFR em condições meteorológicas adversas.",ADOTADA,SERIPA-1,PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
ACIDENTE,GURUPI,TO,BRASIL,***,08/03/2009,21:15:00,FINALIZADA,1,NÃO,PRJPR,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1497,1497,1.0,1973.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,DESTRUÍDA,1,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,"Divulgar os ensinamentos colhidos com a presente investigação em seminários, cursos e eventos congêneres, ressaltando as desvantagens de assunção de riscos desnecessários e a ameaça representada pela exacerbação das chamadas atitudes perigosas: antiautoridade, invulnerabilidade, impulsividade, machismo e resignação.",ADOTADA,SERIPA-1,PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
INCIDENTE,GUARULHOS,SP,BRASIL,SBGR,08/03/2010,00:49:00,,1,NÃO,PTMZH,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,70000,70000,184.0,1999.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,GCOL,,,,,,,,
INCIDENTE,RIO BRANCO,AC,BRASIL,***,08/03/2012,22:00:00,FINALIZADA,1,NÃO,PROPB,AVIÃO,BEECH AIRCRAFT,B200,BE20,TURBOÉLICE,BIMOTOR,5670,5670,9.0,1987.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,NENHUM,0,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OTHR,,,,,,,,
INCIDENTE,GOIÂNIA,GO,BRASIL,SBGO,08/03/2013,14:13:00,FINALIZADA,1,NÃO,PTVAF,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1985.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,NENHUM,0,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,,,,,,,,
INCIDENTE,BRASÍLIA,DF,BRASIL,SBBR,08/03/2013,15:02:00,FINALIZADA,1,NÃO,PTLLT,AVIÃO,CESSNA AIRCRAFT,550,C550,JATO,BIMOTOR,6033,6033,9.0,1981.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,LEVE,0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,,,,,,,,
INCIDENTE,RIO DE JANEIRO,RJ,BRASIL,SBGL,08/03/2014,09:20:00,FINALIZADA,1,NÃO,PRGGY,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,70533,193.0,2010.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,LEVE,0,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO,SCF-NP,,,,,,,,
INCIDENTE,MARINGÁ,PR,BRASIL,SBMG,08/03/2016,09:35:00,FINALIZADA,1,NÃO,PRGOP,AVIÃO,BOEING COMPANY,737-8BK,B738,JATO,BIMOTOR,70533,70533,193.0,2002.0,BRASIL,BRASIL,AVIÃO,REGULAR,SÍLVIO NAME JÚNIOR,GOVERNADOR ANDRÉ FRANCO MONTORO,SAÍDA IFR,REGULAR,NENHUM,0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,,,,,,,,
INCIDENTE,NOBRES,MT,BRASIL,SWVZ,08/03/2018,14:30:00,FINALIZADA,1,NÃO,PTLRP,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,2449,6.0,1978.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,MARECHAL RONDON,JUARA SUL,CRUZEIRO,PRIVADA,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
ACIDENTE,JOINVILLE,SC,BRASIL,***,08/03/2018,18:55:00,FINALIZADA,1,NÃO,PRHBB,HELICÓPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,1451,1451,5.0,2010.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,BCW,BCW,CRUZEIRO,TÁXI AÉREO,DESTRUÍDA,3,INDETERMINADO,INDETERMINADO,UNK,,,,,,,,
INCIDENTE,RIO DE JANEIRO,RJ,BRASIL,SBJR,08/03/2019,21:37:00,FINALIZADA,1,NÃO,PRJBI,HELICÓPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020,12020,21.0,2012.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,JACAREPAGUÁ,JACAREPAGUÁ,CRUZEIRO,TÁXI AÉREO,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE,BELO HORIZONTE,MG,BRASIL,SBBH,08/03/2019,20:29:00,FINALIZADA,1,NÃO,PRHAC,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1975.0,BRASIL,BRASIL,AVIÃO,ADMINISTRAÇÃO DIRETA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,DECOLAGEM,POLICIAL,NENHUM,0,OUTROS,OUTROS,OTHR,,,,,,,,
INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,BRASIL,SBSJ,08/03/2019,18:00:00,FINALIZADA,1,NÃO,PTNKH,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1977.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,HERCÍLIO LUZ,CAMPO DE MARTE - SP,PROCEDIMENTO DE APROXIMAÇÃO IFR,INSTRUÇÃO,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
ACIDENTE,LUIZ ALVES,SC,BRASIL,APUA,08/03/2019,11:15:00,FINALIZADA,1,NÃO,PRAAT,AVIÃO,PIPER AIRCRAFT,PA-25-235,PA25,PISTÃO,MONOMOTOR,1315,1315,1.0,1968.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,ÁREA DE POUSO PARA USO AEROAGRÍCOLA,ÁREA DE POUSO PARA USO AEROAGRÍCOLA,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0,PANE SECA,COMBUSTÍVEL | PANE SECA,FUEL,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,"Divulgar os ensinamentos colhidos na presente investigação, a fim de conscientizar pilotos e operadores aeroagrícolas sobre a importância da supervisão gerencial e da padronização de procedimentos operacionais que representem barreiras ao erro humano, notadamente aqueles decorrentes da falta de atenção.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
INCIDENTE,ARAGUAÍNA,TO,BRASIL,SDVO,08/03/2020,11:00:00,FINALIZADA,1,SIM,PUIHS,ULTRALEVE,DIEGO CÂMARA MORAIS,CONQUEST 180,ULAC,PISTÃO,MONOMOTOR,750,750,2.0,2011.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,CLUBE VOART,CLUBE VOART,CORRIDA APÓS POUSO,EXPERIMENTAL,LEVE,0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,,,,,,,,
INCIDENTE,BELO HORIZONTE,MG,BRASIL,SBCF,08/03/2020,12:07:00,FINALIZADA,1,NÃO,PRAQJ,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2013.0,BRASIL,BRASIL,AVIÃO,REGULAR,TANCREDO NEVES,NELSON RODRIGUES GUIMARÃES,SUBIDA,REGULAR,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE,CONFINS,MG,BRASIL,SBBH,08/03/2021,03:15:00,FINALIZADA,1,NÃO,PRYRU,AVIÃO,AIRBUS S.A.S.,A320-251N,A20N,JATO,BIMOTOR,79000,79000,,2018.0,BRASIL,BRASIL,AVIÃO,REGULAR,VIRACOPOS,SANTA MARIA,CRUZEIRO,REGULAR,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
INCIDENTE GRAVE,SORRISO,MT,BRASIL,***,08/03/2021,17:00:00,ATIVA,1,NÃO,PPODB,AVIÃO,AIR TRACTOR,AT-402B,AT3T,TURBOÉLICE,MONOMOTOR,3175,3175,1.0,2016.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,AGRIFOR,AGRIFOR,CRUZEIRO,AGRÍCOLA,LEVE,0,VOO CONTROLADO CONTRA O TERRENO,VOO CONTROLADO CONTRA O TERRENO,CFIT,,,,,,,,
INCIDENTE,BELO HORIZONTE,MG,BRASIL,SBBH,08/04/2007,00:00:00,,1,NÃO,PPERR,AVIÃO,LEARJET,35,LJ35,JATO,BIMOTOR,8165,8165,10.0,1975.0,BRASIL,BRASIL,AVIÃO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,TÁXI AÉREO,***,0,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,,,,,,,,
INCIDENTE,BELO HORIZONTE,MG,BRASIL,SBPR,08/04/2007,14:03:00,,1,NÃO,PTAJO,AVIÃO,BEECH AIRCRAFT,C35,BE35,PISTÃO,MONOMOTOR,1225,1225,4.0,1951.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ARREMETIDA NO AR,PRIVADA,LEVE,0,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,,,,,,,,
INCIDENTE,SÃO PAULO,SP,BRASIL,***,08/04/2008,15:55:00,,1,NÃO,PTOPQ,AVIÃO,PIPER AIRCRAFT,PA-31T1,PAY1,TURBOÉLICE,BIMOTOR,3946,3946,7.0,1980.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,***,0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,,,,,,,,
INCIDENTE,PRESIDENTE PRUDENTE,SP,BRASIL,SBDN,08/04/2009,21:18:00,,1,NÃO,PPGTR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PISTÃO,MONOMOTOR,660,660,2.0,1960.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,LEVE,0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,,,,,,,,
INCIDENTE,CAMPO GRANDE,MS,BRASIL,***,08/04/2009,19:29:00,,1,NÃO,PTWJL,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1996.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,LEVE,0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,,,,,,,,
INCIDENTE GRAVE,SANTARÉM,PA,BRASIL,SBSN,08/04/2009,13:47:00,FINALIZADA,1,SIM,PTIOH,AVIÃO,CESSNA AIRCRAFT,310Q,C310,PISTÃO,BIMOTOR,2404,2404,6.0,1992.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,MAESTRO WILSON FONSECA,ALENQUER,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,,,,
INCIDENTE,PORTO ALEGRE,RS,BRASIL,SBPA,08/04/2009,19:00:00,,1,NÃO,PTMZG,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,70000,70000,184.0,1999.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,,,,
ACIDENTE,UNIÃO DA VITÓRIA,PR,BRASIL,SSUV,08/04/2010,14:20:00,FINALIZADA,1,SIM,PTWOO,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1997.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,BACACHERI,JOSÉ CLETO,POUSO,PRIVADA,SUBSTANCIAL,0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,SUPERVISÃO GERENCIAL,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,"Avaliar junto à Autoridade Primária de Certificação a possibilidade de identificar os pinos de fixação por Part Number (PN), de modo a evitar que sejam manufaturados nas oficinas de manutenção.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
ACIDENTE,LUZIÂNIA,GO,BRASIL,***,08/04/2010,20:00:00,,1,NÃO,PPZAV,AVIÃO,NILSON SULZBACH PERES,KIT FOX,ZZZZ,PISTÃO,MONOMOTOR,530,530,2.0,1989.0,BRASIL,BRASIL,AVIÃO,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,EXPERIMENTAL,SUBSTANCIAL,0,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,,,,,,,,
INCIDENTE,CAMPINAS,SP,BRASIL,SBKP,08/04/2010,20:30:00,FINALIZADA,1,NÃO,PPPTT,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,2010.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,REGULAR,NENHUM,0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,,,,,,,,
INCIDENTE,BELÉM,PA,BRASIL,***,08/04/2011,21:36:00,FINALIZADA,1,NÃO,PRMSH,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,4.0,1998.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,LEVE,0,OUTROS,OUTROS,OTHR,,,,,,,,
ACIDENTE,SANTO ANDRÉ,SP,BRASIL,***,08/04/2011,20:10:00,FINALIZADA,1,NÃO,PTYMJ,HELICÓPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,1451,1451,5.0,1998.0,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,DESTRUÍDA,2,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,PLANEJAMENTO DE VOO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL,"Estudar a possibilidade de a Rádio Santos sistematizar uma rotina de questionamento às aeronaves que decolam de helipontos e aeródromos na Baixada Santista, para que forneçam as condições meteorológicas enfrentadas, de forma que aquele órgão ATS repasse tais informações aos tráfegos seguintes.",NÃO ADOTADA,DECEA,DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
INCIDENTE,FOZ DO IGUAÇU,PR,BRASIL,***,08/04/2011,13:28:00,FINALIZADA,1,NÃO,PTWST,AVIÃO,MITSUBISHI,MU-2B-36A,MU2,TURBOÉLICE,BIMOTOR,5250,5250,11.0,1978.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,TÁXI AÉREO,NENHUM,0,FUMAÇA NA CABINE,FOGO/FUMAÇA (SEM IMPACTO) | FUMAÇA NA CABINE,F-NI,,,,,,,,
